,example_idx,model,dataset,split,campaign_id,output_len,output_tokens,cutoff
47,47,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,21041,6992,False
48,48,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,30198,12365,False
49,49,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,26654,15436,False
50,50,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,35147,18419,False
51,51,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,18093,5159,False
52,52,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,32995,20036,False
53,53,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,43539,18127,False
54,54,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,60039,35100,False
55,55,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,21869,14474,False
56,56,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,15531,8972,False
57,57,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,17047,3910,False
58,58,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,30054,14417,False
59,59,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,24005,14346,False
60,60,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,5210,1521,False
61,61,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,7565,2811,False
62,62,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,33164,17366,False
63,63,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,13631,7959,False
64,64,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,44417,38269,False
65,65,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,19999,5740,False
66,66,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,16166,4201,False
67,67,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,4886,1729,False
68,68,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,25265,13389,False
69,69,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,7836,1750,False
70,70,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,30432,11609,False
71,71,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,3850,1009,False
72,72,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,21918,10070,False
73,73,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,23852,14975,False
74,74,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,33982,17914,False
75,75,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,13390,5408,False
76,76,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,20524,9803,False
77,77,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,25164,8475,False
78,78,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,11873,7494,False
79,79,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,26900,13540,False
80,80,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,6196,1685,False
81,81,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,7627,2545,False
82,82,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,4273,987,False
83,83,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,2457,790,False
84,84,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,37191,19678,False
85,85,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,25908,14546,False
86,86,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,15579,6161,False
87,87,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,8113,1925,False
88,88,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,46902,25386,False
89,89,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,7772,2393,False
90,90,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,13945,7066,False
91,91,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,23008,13243,False
92,92,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,30123,13413,False
93,93,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,23684,15471,False
94,94,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,36848,17340,False
95,95,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,17740,9517,False
96,96,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,20742,9455,False
97,97,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,7269,2411,False
98,98,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,321010,273127,True
99,99,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,29731,11562,False
100,100,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,16691,4810,False
101,101,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,26930,10002,False
102,102,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,47753,26324,False
103,103,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,8628,4486,False
104,104,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,19729,14195,False
105,105,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,6893,1922,False
106,106,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,32105,13953,False
107,107,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,8948,2706,False
108,108,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,49154,27072,False
109,109,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,23913,11679,False
110,110,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,26061,9625,False
111,111,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,52343,33504,False
112,112,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,51182,20936,False
113,113,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,13580,4631,False
114,114,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,32906,9138,False
115,115,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,23822,11922,False
116,116,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,25133,10024,False
117,117,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,19622,6284,False
118,118,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,36287,16220,False
119,119,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,46091,16391,False
120,120,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,26901,16679,False
121,121,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,42056,36883,False
122,122,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,16708,6033,False
123,123,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,9539,2855,False
124,124,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,43529,32956,False
125,125,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,21921,10915,False
126,126,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,22731,9921,False
127,127,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,44425,26103,False
128,128,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,12799,3714,False
129,129,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,224918,194325,True
130,130,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,47703,35771,False
131,131,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,6461,4317,False
132,132,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,139974,95221,True
133,133,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,16816,5954,False
134,134,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,33790,22169,False
135,135,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,25811,14889,False
136,136,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,10089,2440,False
137,137,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,21675,12274,False
138,138,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,11817,2865,False
139,139,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,87864,47594,False
140,140,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,45821,33904,False
141,141,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,16933,4568,False
142,142,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,22404,11577,False
143,143,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,3225,707,False
144,144,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,12079,3078,False
145,145,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,23236,15331,False
146,146,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,37890,19001,False
147,147,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,12517,3915,False
148,148,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,7521,2642,False
149,149,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,29310,13357,False
150,150,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,19664,7385,False
151,151,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,47474,30161,False
152,152,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,22671,11069,False
153,153,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,262619,211097,True
154,154,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,41005,22713,False
155,155,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,12193,3140,False
156,156,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,10816,5011,False
157,157,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,126442,95927,True
158,158,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,14749,5759,False
159,159,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,34118,18189,False
160,160,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,23425,8876,False
161,161,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,29311,13384,False
162,162,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,32751,14077,False
163,163,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,29008,19065,False
164,164,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,20845,7278,False
165,165,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,43313,23687,False
166,166,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,31894,15784,False
167,167,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,18132,11606,False
168,168,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,127377,100198,True
169,169,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,25688,17835,False
170,170,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,28128,14511,False
171,171,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,44933,17378,False
172,172,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,28250,12627,False
173,173,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,14752,3698,False
174,174,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,41973,19490,False
175,175,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,40276,26015,False
176,176,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,21413,12286,False
177,177,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,41243,25284,False
178,178,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,24484,6498,False
179,179,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,77620,51643,False
180,180,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,35332,21614,False
181,181,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,141167,105209,True
182,182,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,43318,26639,False
183,183,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,3905,876,False
184,184,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,11249,2893,False
185,185,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,11985,3328,False
186,186,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,14836,7492,False
187,187,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,9790,6105,False
188,188,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,26827,17745,False
189,189,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,70451,44977,False
190,190,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,22546,10415,False
191,191,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,15157,7121,False
192,192,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,38743,18677,False
193,193,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,3500,1184,False
194,194,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,52537,23420,False
195,195,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,65806,49501,False
196,196,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,22765,11838,False
197,197,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,25705,12659,False
198,198,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,58066,40544,False
199,199,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,20967,10615,False
200,200,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,24362,12071,False
201,201,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,38439,17463,False
202,202,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,36156,10750,False
203,203,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,147988,103210,True
204,204,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,18133,4778,False
205,205,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,15264,4846,False
206,206,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,79798,67827,False
207,207,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,31923,25470,False
208,208,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,12148,2897,False
209,209,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,8852,1871,False
210,210,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,31456,15450,False
211,211,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,4199,987,False
212,212,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,54080,15315,False
213,213,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,4982,1132,False
214,214,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,8533,3447,False
215,215,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,20091,6026,False
216,216,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,18912,9736,False
217,217,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,3886,999,False
218,218,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,16525,5793,False
219,219,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,7919,2100,False
220,220,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,38814,20228,False
221,221,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,19221,6423,False
222,222,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,16552,8474,False
223,223,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,23269,6451,False
224,224,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,14171,3634,False
225,225,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,9555,2319,False
226,226,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,49066,31566,False
227,227,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,12692,3429,False
228,228,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,42057,12289,False
229,229,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,18562,9380,False
230,230,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,43650,17910,False
231,231,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,5604,1971,False
232,232,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,165651,122344,True
233,233,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,12579,3196,False
234,234,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,5294,1115,False
235,235,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,16133,4002,False
236,236,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,18315,5376,False
237,237,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,16013,8279,False
238,238,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,20979,14673,False
239,239,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,23520,12649,False
240,240,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,17518,7478,False
241,241,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,20989,5396,False
242,242,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,11568,2675,False
243,243,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,75725,58257,False
244,244,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,27754,20727,False
245,245,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,15393,5908,False
246,246,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,40746,29115,False
247,247,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,23789,10783,False
248,248,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,9023,2126,False
249,249,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,30623,13195,False
250,250,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,25308,11284,False
251,251,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,62675,43966,False
252,252,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,15209,5566,False
253,253,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,35047,31784,False
254,254,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,27609,7870,False
255,255,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,19395,5266,False
256,256,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,23221,7581,False
257,257,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,14017,3437,False
258,258,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,16040,11232,False
259,259,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,37569,20050,False
260,260,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,49799,25712,False
261,261,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,23942,16494,False
262,262,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,17645,11001,False
263,263,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,14639,5663,False
264,264,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,5287,1255,False
265,265,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,14585,7066,False
266,266,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,23909,9586,False
267,267,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,13663,5434,False
268,268,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,51844,27879,False
269,269,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,7735,2486,False
270,270,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,6684,1433,False
271,271,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,6113,1881,False
272,272,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,21020,14772,False
273,273,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,39458,23542,False
274,274,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,22202,5994,False
275,275,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,39687,19306,False
276,276,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,43790,16205,False
277,277,qwen3-next,time-series-exam,test,tse-direct-tag-th30k-qwen-next-cot,10611,4461,False
