,example_idx,model,dataset,split,campaign_id,output_len,output_tokens,cutoff
20,20,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2922,636,False
21,21,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,7985,1788,False
22,22,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3048,687,False
23,23,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2355,505,False
24,24,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3590,801,False
25,25,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,8324,1878,False
26,26,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2933,646,False
27,27,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,7089,1636,False
28,28,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2952,684,False
29,29,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4638,1041,False
30,30,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4859,1092,False
31,31,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3496,799,False
32,32,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,6193,1383,False
33,33,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3377,773,False
34,34,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3089,667,False
35,35,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3417,738,False
36,36,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3592,830,False
37,37,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3297,759,False
38,38,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3465,805,False
39,39,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3412,765,False
40,40,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,5884,1289,False
41,41,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,12190,2742,False
42,42,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3892,910,False
43,43,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2560,602,False
44,44,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,9060,1993,False
45,45,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,5795,1262,False
46,46,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,12358,2575,False
47,47,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,5837,1293,False
48,48,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4138,961,False
49,49,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3474,798,False
50,50,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,10143,2253,False
51,51,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4466,1027,False
52,52,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,6868,1536,False
53,53,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,5255,1127,False
54,54,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3924,911,False
55,55,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3094,708,False
56,56,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3095,667,False
57,57,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3522,767,False
58,58,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3951,910,False
59,59,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3682,789,False
60,60,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4782,1052,False
61,61,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,6935,1501,False
62,62,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3081,665,False
63,63,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2704,620,False
64,64,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,9396,2044,False
65,65,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3836,877,False
66,66,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3184,736,False
67,67,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4117,959,False
68,68,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3469,799,False
69,69,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3442,776,False
70,70,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3544,796,False
71,71,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,5191,1169,False
72,72,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2718,585,False
73,73,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2817,638,False
74,74,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3758,859,False
75,75,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,11747,2643,False
76,76,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2811,639,False
77,77,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3086,665,False
78,78,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3076,663,False
79,79,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,6001,1290,False
80,80,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3834,894,False
81,81,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3270,747,False
82,82,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4790,1101,False
83,83,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,5228,1174,False
84,84,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2517,553,False
85,85,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,5110,1192,False
86,86,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2952,694,False
87,87,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,7376,1566,False
88,88,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4909,1082,False
89,89,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3043,657,False
90,90,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,5787,1255,False
91,91,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3159,687,False
92,92,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3846,889,False
93,93,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3274,751,False
94,94,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3359,772,False
95,95,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4347,963,False
96,96,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3173,738,False
97,97,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3343,758,False
98,98,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3337,753,False
99,99,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3326,750,False
100,100,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2715,593,False
101,101,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3882,860,False
102,102,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3810,871,False
103,103,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2960,660,False
104,104,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3584,812,False
105,105,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,8411,1886,False
106,106,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,5125,1118,False
107,107,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3225,729,False
108,108,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3461,760,False
109,109,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3231,694,False
110,110,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2976,635,False
111,111,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3578,789,False
112,112,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3963,924,False
113,113,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3243,755,False
114,114,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3550,781,False
115,115,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3098,705,False
116,116,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3573,808,False
117,117,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4819,1022,False
118,118,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,10370,2362,False
119,119,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3094,707,False
120,120,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3463,781,False
121,121,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4054,885,False
122,122,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,10983,2383,False
123,123,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,11183,2544,False
124,124,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3380,763,False
125,125,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3175,688,False
126,126,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4778,1063,False
127,127,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4536,1017,False
128,128,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3925,889,False
129,129,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3440,741,False
130,130,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2985,682,False
131,131,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3181,691,False
132,132,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,6157,1328,False
133,133,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,6425,1414,False
134,134,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3365,752,False
135,135,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3454,806,False
136,136,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3088,689,False
137,137,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,5320,1181,False
138,138,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4105,918,False
139,139,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4557,1056,False
140,140,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2948,658,False
141,141,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2837,650,False
142,142,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3326,757,False
143,143,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3178,727,False
144,144,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,6222,1422,False
145,145,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2919,631,False
146,146,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,10680,2325,False
147,147,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,5080,1112,False
148,148,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4375,974,False
149,149,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,6359,1440,False
150,150,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3691,869,False
151,151,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3680,851,False
152,152,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2427,528,False
153,153,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,6507,1519,False
154,154,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,6699,1481,False
155,155,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2830,653,False
156,156,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3215,724,False
157,157,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2471,529,False
158,158,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3336,722,False
159,159,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,7129,1497,False
160,160,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,5530,1254,False
161,161,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3279,784,False
162,162,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4115,948,False
163,163,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4465,1029,False
164,164,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3180,722,False
165,165,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2542,597,False
166,166,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2793,668,False
167,167,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4168,930,False
168,168,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3323,719,False
169,169,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3324,779,False
170,170,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2900,668,False
171,171,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3172,719,False
172,172,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4245,968,False
173,173,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,6358,1384,False
174,174,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3829,832,False
175,175,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3555,811,False
176,176,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2946,671,False
177,177,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2964,684,False
178,178,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3376,724,False
179,179,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4388,1038,False
180,180,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3462,786,False
181,181,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4001,933,False
182,182,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4790,1061,False
183,183,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3441,763,False
184,184,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3622,795,False
185,185,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3918,929,False
186,186,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3237,720,False
187,187,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,7706,1657,False
188,188,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,5691,1227,False
189,189,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3302,733,False
190,190,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3671,869,False
191,191,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,6069,1298,False
192,192,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3525,808,False
193,193,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3063,694,False
194,194,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2889,669,False
195,195,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,9577,2052,False
196,196,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3068,687,False
197,197,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4332,968,False
198,198,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3824,863,False
199,199,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2792,603,False
200,200,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2841,644,False
201,201,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,10566,2287,False
202,202,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,6062,1311,False
203,203,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3241,726,False
204,204,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,5765,1290,False
205,205,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4211,927,False
206,206,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3358,748,False
207,207,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,6532,1437,False
208,208,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3450,796,False
209,209,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3124,678,False
210,210,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3137,681,False
211,211,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3592,825,False
212,212,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3331,745,False
213,213,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3640,850,False
214,214,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3847,892,False
215,215,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3644,838,False
216,216,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3109,701,False
217,217,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3120,703,False
218,218,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3465,805,False
219,219,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3500,791,False
220,220,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3134,708,False
221,221,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2932,644,False
222,222,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2970,672,False
223,223,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3372,746,False
224,224,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,7542,1620,False
225,225,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2893,658,False
226,226,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,5808,1260,False
227,227,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3513,813,False
228,228,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4817,1087,False
229,229,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3473,797,False
230,230,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2619,572,False
231,231,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3952,919,False
232,232,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2603,562,False
233,233,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4054,942,False
234,234,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2664,625,False
235,235,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2973,673,False
236,236,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2917,617,False
237,237,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,8633,1850,False
238,238,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2814,621,False
239,239,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2919,656,False
240,240,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3912,858,False
241,241,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4526,987,False
242,242,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4499,1004,False
243,243,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3025,685,False
244,244,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3003,680,False
245,245,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3049,656,False
246,246,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2658,573,False
247,247,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4852,1054,False
248,248,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2730,614,False
249,249,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3140,735,False
250,250,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2588,587,False
251,251,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3418,719,False
252,252,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3184,689,False
253,253,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3107,669,False
254,254,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3850,902,False
255,255,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2680,606,False
256,256,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3626,834,False
257,257,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2800,641,False
258,258,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4064,927,False
259,259,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,8924,1910,False
260,260,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,2928,668,False
261,261,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,5829,1280,False
262,262,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3100,674,False
263,263,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3945,880,False
264,264,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,4091,929,False
265,265,openai/gpt-oss-120b,time-series-feature-understanding,test,tsfu-gpt-oss-coder,3432,791,False
